"ID","see_OI","see_arabic","see_english","no_spell","OI.influence.open","spelling.preference","OI.importance","OI.open","vision.hearing","prop_distraction","headphones","age","gender","education","nationality","location","L1","readingprofscore","level","prof_test_score","same_day","Participant.Device.Type","OI","meanRT","meanD.prime","correct"
"5359752","no_see","no_diff","easier","difficult","<U+0646><U+0639><U+0645><U+060C><U+0643><U+062A><U+0627><U+0628><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0627><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+062A><U+062C><U+0639><U+0644> <U+062A><U+0639><U+0644><U+0645><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","<U+062D><U+062A><U+0649> <U+0627><U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646> <U+0627><U+0645><U+0644><U+0627><U+0621> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0648><U+0635><U+0648><U+062A><U+0647><U+0627> ","Yes",0.06,"earphones",36,"f","doctorate","Saudi","Saudi Arabia","Arabic",2,"beginner",6,1,"mobile","English",2603.6,0.7689309396,10
"5359752","no_see","no_diff","easier","difficult","<U+0646><U+0639><U+0645><U+060C><U+0643><U+062A><U+0627><U+0628><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0627><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+062A><U+062C><U+0639><U+0644> <U+062A><U+0639><U+0644><U+0645><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","<U+062D><U+062A><U+0649> <U+0627><U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646> <U+0627><U+0645><U+0644><U+0627><U+0621> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0648><U+0635><U+0648><U+062A><U+0647><U+0627> ","Yes",0.06,"earphones",36,"f","doctorate","Saudi","Saudi Arabia","Arabic",2,"beginner",6,1,"mobile","no",1408.25,0,8
"5365353","no_see","no_notice","easier","easier","no","in_english","no","sound moreimportant","Yes",0,"no_headphones",36,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","Arabic",1332.15384615385,1.86850617792308,13
"5365353","no_see","no_notice","easier","easier","no","in_english","no","sound moreimportant","Yes",0,"no_headphones",36,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","English",1379.28571428571,0.0084142047142857,7
"5365353","no_see","no_notice","easier","easier","no","in_english","no","sound moreimportant","Yes",0,"no_headphones",36,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","no",1422.33333333333,1.70873542066667,12
"5366758","start","no_diff","easier","difficult","It made it easier to comprehend the sound, and recall it","in_english","green_tick","I find it difficult to recall the word, or understand it fully without seeing it spelt. It provides a visual cue.","Yes",0.01,"headphones",31,"f","masters","British","Pakistan","English",0,"none",NA,1,"computer","Arabic",1994.05,0,8
"5366758","start","no_diff","easier","difficult","It made it easier to comprehend the sound, and recall it","in_english","green_tick","I find it difficult to recall the word, or understand it fully without seeing it spelt. It provides a visual cue.","Yes",0.01,"headphones",31,"f","masters","British","Pakistan","English",0,"none",NA,1,"computer","English",2184.05,1.36895165091667,12
"5366758","start","no_diff","easier","difficult","It made it easier to comprehend the sound, and recall it","in_english","green_tick","I find it difficult to recall the word, or understand it fully without seeing it spelt. It provides a visual cue.","Yes",0.01,"headphones",31,"f","masters","British","Pakistan","English",0,"none",NA,1,"computer","no",1973.96666666667,2.20976597293333,15
"5366866","end","no_notice","no_notice","no_notice","yes","in_english","green_tick","no","Yes",0.69,"no_headphones",63,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile","Arabic",1610.85714285714,-0.224743077,7
"5366866","end","no_notice","no_notice","no_notice","yes","in_english","green_tick","no","Yes",0.69,"no_headphones",63,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile","English",1721.125,0.18928776325,8
"5366866","end","no_notice","no_notice","no_notice","yes","in_english","green_tick","no","Yes",0.69,"no_headphones",63,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile","no",1076.85714285714,-0.324493308428571,7
"5369858","no_see","easier","easier","difficult","<U+0625><U+0644><U+0649> <U+0646><U+0633><U+0628><U+0629> 50%","in_english","yes","<U+0644><U+062A><U+0645><U+064A><U+064A><U+0632><U+0647><U+0627> <U+0639><U+0646><U+062F>  <U+0642><U+0631><U+0627><U+0626><U+062A><U+0647><U+0627>","Yes",0.02,"earphones",43,"m","bachelors","Saudi","Saudi Arabia","Arabic",3,"advanced",10,1,"computer","Arabic",2770.55,2.013866746,14
"5369858","no_see","easier","easier","difficult","<U+0625><U+0644><U+0649> <U+0646><U+0633><U+0628><U+0629> 50%","in_english","yes","<U+0644><U+062A><U+0645><U+064A><U+064A><U+0632><U+0647><U+0627> <U+0639><U+0646><U+062F>  <U+0642><U+0631><U+0627><U+0626><U+062A><U+0647><U+0627>","Yes",0.02,"earphones",43,"m","bachelors","Saudi","Saudi Arabia","Arabic",3,"advanced",10,1,"computer","English",2435.74285714286,1.91411651414286,14
"5369858","no_see","easier","easier","difficult","<U+0625><U+0644><U+0649> <U+0646><U+0633><U+0628><U+0629> 50%","in_english","yes","<U+0644><U+062A><U+0645><U+064A><U+064A><U+0632><U+0647><U+0627> <U+0639><U+0646><U+062F>  <U+0642><U+0631><U+0627><U+0626><U+062A><U+0647><U+0627>","Yes",0.02,"earphones",43,"m","bachelors","Saudi","Saudi Arabia","Arabic",3,"advanced",10,1,"computer","no",3110.77692307692,1.77898673946154,13
"5370466","no_see","no_notice","easier","easier","<U+0644><U+0627><U+060C> <U+0623><U+0631><U+0643><U+0632> <U+0641><U+0642><U+0637> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0635><U+0648><U+062A>","in_english","yes","<U+0644><U+0623><U+0639><U+0631><U+0641> <U+0646><U+0637><U+0642> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>  ","Yes",0.68,"no_headphones",30,"f","masters","Saudi","Saudi Arabia","Arabic",2,"beginner",7,1,"mobile","Arabic",1744.44444444444,1.11984015711111,9
"5370466","no_see","no_notice","easier","easier","<U+0644><U+0627><U+060C> <U+0623><U+0631><U+0643><U+0632> <U+0641><U+0642><U+0637> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0635><U+0648><U+062A>","in_english","yes","<U+0644><U+0623><U+0639><U+0631><U+0641> <U+0646><U+0637><U+0642> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>  ","Yes",0.68,"no_headphones",30,"f","masters","Saudi","Saudi Arabia","Arabic",2,"beginner",7,1,"mobile","English",1684.4,0.7689309396,10
"5370466","no_see","no_notice","easier","easier","<U+0644><U+0627><U+060C> <U+0623><U+0631><U+0643><U+0632> <U+0641><U+0642><U+0637> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0635><U+0648><U+062A>","in_english","yes","<U+0644><U+0623><U+0639><U+0631><U+0641> <U+0646><U+0637><U+0642> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>  ","Yes",0.68,"no_headphones",30,"f","masters","Saudi","Saudi Arabia","Arabic",2,"beginner",7,1,"mobile","no",1629.66666666667,-0.427183855333333,6
"5370467","no_see","difficult","easier","difficult","<U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0623><U+062F><U+0639><U+0649> <U+0644><U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0648><U+0627><U+0644><U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646><U+0647><U+0627> <U+0648><U+0628><U+064A><U+0646> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> ","in_english","yes","<U+0644><U+0623><U+0646><U+0647> <U+0623><U+062F><U+0639><U+0649> <U+0644><U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> ","Yes",0.17,"no_headphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",3,"beginner",4,1,"computer","Arabic",1436.52857142857,0.174664590428571,7
"5370467","no_see","difficult","easier","difficult","<U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0623><U+062F><U+0639><U+0649> <U+0644><U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0648><U+0627><U+0644><U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646><U+0647><U+0627> <U+0648><U+0628><U+064A><U+0646> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> ","in_english","yes","<U+0644><U+0623><U+0646><U+0647> <U+0623><U+062F><U+0639><U+0649> <U+0644><U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> ","Yes",0.17,"no_headphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",3,"beginner",4,1,"computer","English",1536.15,-0.757151053,6
"5370467","no_see","difficult","easier","difficult","<U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+0628><U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0623><U+062F><U+0639><U+0649> <U+0644><U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0648><U+0627><U+0644><U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646><U+0647><U+0627> <U+0648><U+0628><U+064A><U+0646> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> ","in_english","yes","<U+0644><U+0623><U+0646><U+0647> <U+0623><U+062F><U+0639><U+0649> <U+0644><U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> ","Yes",0.17,"no_headphones",34,"f","masters","Saudi","Saudi Arabia","Arabic",3,"beginner",4,1,"computer","no",1549.88571428571,0.174664590428571,7
"5370516","start","no_diff","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+064A><U+0633><U+0627><U+0639><U+062F><U+0646><U+064A> <U+0623><U+062D><U+064A><U+0627><U+0646><U+0627> <U+0641><U+064A> <U+0627><U+0633><U+062A><U+064A><U+0639><U+0627><U+0628> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639> <U+0648><U+062E><U+0627><U+0635><U+0629> <U+0623><U+0646> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+062A><U+0637><U+0627><U+0628><U+0642> <U+062D><U+0631><U+0648><U+0641><U+0647><U+0627> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639>. <U+0642><U+062F> <U+062A><U+0624><U+062F><U+064A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+062F><U+0648><U+0631> <U+0646><U+0641><U+0633><U+0647> <U+0644><U+0648> <U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0645><U+0634><U+0643><U+0644><U+0629> <U+0628><U+0627><U+0644><U+062D><U+0631><U+0643><U+0627><U+062A>","in_english","yes","<U+0643><U+0645><U+0627> <U+0623><U+0634><U+0631><U+062A> <U+0641><U+064A> <U+0627><U+0644><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0644><U+0649> <U+0633><U+0624><U+0627><U+0644> <U+0633><U+0627><U+0628><U+0642><U+060C><U+060C> <U+0623><U+0648><U+0644><U+0627>: <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+062A><U+062D><U+062A><U+0627><U+062C> <U+0625><U+0644><U+0649> <U+062D><U+0631><U+0643><U+0627><U+062A> <U+0627><U+0644><U+062A><U+0634><U+0643><U+064A><U+0644> <U+0644><U+062A><U+0624><U+062F><U+064A> <U+0646><U+0641><U+0633> <U+0627><U+0644><U+063A><U+0631><U+0636> <U+0627><U+0644><U+0630><U+064A> <U+062A><U+0624><U+062F><U+064A><U+0647> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0644><U+0644><U+0635><U+0648><U+062A> <U+0646><U+0641><U+0633><U+0647><U+060C> <U+0648><U+062B><U+0627><U+0646><U+064A><U+0629> <U+0641><U+064A> 
 (f and v) <U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0623><U+0635><U+0648><U+0627><U+062A> <U+063A><U+064A><U+0631> <U+0645><U+062A><U+0648><U+0641><U+0631><U+0629> <U+0641><U+064A> <U+062D><U+0631><U+0648><U+0641> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629><U+060C> <U+0641><U+0645><U+062B><U+0644><U+0627> <U+0627><U+0644><U+0623><U+062D><U+0631><U+0641> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0644><U+0627> <U+062A><U+0641><U+0631><U+0642> <U+0628><U+064A><U+0646> <U+0635><U+0648><U+062A><U+064A> ","Yes",0,"headphones",32,"m","doctorate","Saudi","USA","Arabic",5,"advanced",12,1,"computer","Arabic",1960.92727272727,0.937391996454546,11
"5370516","start","no_diff","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+064A><U+0633><U+0627><U+0639><U+062F><U+0646><U+064A> <U+0623><U+062D><U+064A><U+0627><U+0646><U+0627> <U+0641><U+064A> <U+0627><U+0633><U+062A><U+064A><U+0639><U+0627><U+0628> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639> <U+0648><U+062E><U+0627><U+0635><U+0629> <U+0623><U+0646> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+062A><U+0637><U+0627><U+0628><U+0642> <U+062D><U+0631><U+0648><U+0641><U+0647><U+0627> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639>. <U+0642><U+062F> <U+062A><U+0624><U+062F><U+064A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+062F><U+0648><U+0631> <U+0646><U+0641><U+0633><U+0647> <U+0644><U+0648> <U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0645><U+0634><U+0643><U+0644><U+0629> <U+0628><U+0627><U+0644><U+062D><U+0631><U+0643><U+0627><U+062A>","in_english","yes","<U+0643><U+0645><U+0627> <U+0623><U+0634><U+0631><U+062A> <U+0641><U+064A> <U+0627><U+0644><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0644><U+0649> <U+0633><U+0624><U+0627><U+0644> <U+0633><U+0627><U+0628><U+0642><U+060C><U+060C> <U+0623><U+0648><U+0644><U+0627>: <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+062A><U+062D><U+062A><U+0627><U+062C> <U+0625><U+0644><U+0649> <U+062D><U+0631><U+0643><U+0627><U+062A> <U+0627><U+0644><U+062A><U+0634><U+0643><U+064A><U+0644> <U+0644><U+062A><U+0624><U+062F><U+064A> <U+0646><U+0641><U+0633> <U+0627><U+0644><U+063A><U+0631><U+0636> <U+0627><U+0644><U+0630><U+064A> <U+062A><U+0624><U+062F><U+064A><U+0647> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0644><U+0644><U+0635><U+0648><U+062A> <U+0646><U+0641><U+0633><U+0647><U+060C> <U+0648><U+062B><U+0627><U+0646><U+064A><U+0629> <U+0641><U+064A> 
 (f and v) <U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0623><U+0635><U+0648><U+0627><U+062A> <U+063A><U+064A><U+0631> <U+0645><U+062A><U+0648><U+0641><U+0631><U+0629> <U+0641><U+064A> <U+062D><U+0631><U+0648><U+0641> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629><U+060C> <U+0641><U+0645><U+062B><U+0644><U+0627> <U+0627><U+0644><U+0623><U+062D><U+0631><U+0641> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0644><U+0627> <U+062A><U+0641><U+0631><U+0642> <U+0628><U+064A><U+0646> <U+0635><U+0648><U+062A><U+064A> ","Yes",0,"headphones",32,"m","doctorate","Saudi","USA","Arabic",5,"advanced",12,1,"computer","English",1863.55,1.36895165091667,12
"5370516","start","no_diff","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+064A><U+0633><U+0627><U+0639><U+062F><U+0646><U+064A> <U+0623><U+062D><U+064A><U+0627><U+0646><U+0627> <U+0641><U+064A> <U+0627><U+0633><U+062A><U+064A><U+0639><U+0627><U+0628> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639> <U+0648><U+062E><U+0627><U+0635><U+0629> <U+0623><U+0646> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+062A><U+0637><U+0627><U+0628><U+0642> <U+062D><U+0631><U+0648><U+0641><U+0647><U+0627> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0627><U+0644><U+0645><U+0633><U+0645><U+0648><U+0639>. <U+0642><U+062F> <U+062A><U+0624><U+062F><U+064A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+062F><U+0648><U+0631> <U+0646><U+0641><U+0633><U+0647> <U+0644><U+0648> <U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0645><U+0634><U+0643><U+0644><U+0629> <U+0628><U+0627><U+0644><U+062D><U+0631><U+0643><U+0627><U+062A>","in_english","yes","<U+0643><U+0645><U+0627> <U+0623><U+0634><U+0631><U+062A> <U+0641><U+064A> <U+0627><U+0644><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0644><U+0649> <U+0633><U+0624><U+0627><U+0644> <U+0633><U+0627><U+0628><U+0642><U+060C><U+060C> <U+0623><U+0648><U+0644><U+0627>: <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+062A><U+062D><U+062A><U+0627><U+062C> <U+0625><U+0644><U+0649> <U+062D><U+0631><U+0643><U+0627><U+062A> <U+0627><U+0644><U+062A><U+0634><U+0643><U+064A><U+0644> <U+0644><U+062A><U+0624><U+062F><U+064A> <U+0646><U+0641><U+0633> <U+0627><U+0644><U+063A><U+0631><U+0636> <U+0627><U+0644><U+0630><U+064A> <U+062A><U+0624><U+062F><U+064A><U+0647> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0644><U+0644><U+0635><U+0648><U+062A> <U+0646><U+0641><U+0633><U+0647><U+060C> <U+0648><U+062B><U+0627><U+0646><U+064A><U+0629> <U+0641><U+064A> 
 (f and v) <U+0627><U+0644><U+0644><U+063A><U+0629> <U+0627><U+0644><U+0625><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629> <U+0623><U+0635><U+0648><U+0627><U+062A> <U+063A><U+064A><U+0631> <U+0645><U+062A><U+0648><U+0641><U+0631><U+0629> <U+0641><U+064A> <U+062D><U+0631><U+0648><U+0641> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629><U+060C> <U+0641><U+0645><U+062B><U+0644><U+0627> <U+0627><U+0644><U+0623><U+062D><U+0631><U+0641> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0644><U+0627> <U+062A><U+0641><U+0631><U+0642> <U+0628><U+064A><U+0646> <U+0635><U+0648><U+062A><U+064A> ","Yes",0,"headphones",32,"m","doctorate","Saudi","USA","Arabic",5,"advanced",12,1,"computer","no",2137.03076923077,1.45649774584615,13
"5374409","middle","no_diff","easier","difficult","I could visualise what I was hearing later","in_english","green_tick","I personally visualise what I hear","Yes",0,"earphones",60,"f","bachelors","British","Germany","English",0,"none",NA,1,"mobile","Arabic",2247.91666666667,1.36895165091667,12
"5374409","middle","no_diff","easier","difficult","I could visualise what I was hearing later","in_english","green_tick","I personally visualise what I hear","Yes",0,"earphones",60,"f","bachelors","British","Germany","English",0,"none",NA,1,"mobile","English",2975.27272727273,0.916232855909091,11
"5374409","middle","no_diff","easier","difficult","I could visualise what I was hearing later","in_english","green_tick","I personally visualise what I hear","Yes",0,"earphones",60,"f","bachelors","British","Germany","English",0,"none",NA,1,"mobile","no",2380.88888888889,0.420639473888889,9
"5374964","start","difficult","easier","no_diff","yes, i think it helped me to remember","in_english","green_tick","if they sound similar to another word it's easier to distinguish","Yes",0,"no_headphones",32,"f","bachelors","British","UK","English",0,"none",NA,1,"computer","Arabic",3616.31818181818,0.937391996454546,11
"5374964","start","difficult","easier","no_diff","yes, i think it helped me to remember","in_english","green_tick","if they sound similar to another word it's easier to distinguish","Yes",0,"no_headphones",32,"f","bachelors","British","UK","English",0,"none",NA,1,"computer","English",2009.375,1.281551566,12
"5374964","start","difficult","easier","no_diff","yes, i think it helped me to remember","in_english","green_tick","if they sound similar to another word it's easier to distinguish","Yes",0,"no_headphones",32,"f","bachelors","British","UK","English",0,"none",NA,1,"computer","no",3083.08571428571,0.174664590428571,7
"5378097","no_see","easier","easier","difficult","<U+062A><U+0642><U+0631><U+064A><U+0628><U+0627>","in_english","yes","<U+0644><U+0643><U+064A> <U+064A><U+0633><U+0647><U+0645> <U+0627><U+0644><U+0628><U+0635><U+0631> <U+0641><U+064A> <U+062D><U+0641><U+0638> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> ","Yes",0,"no_headphones",40,"m","doctorate","Syrian","Saudi Arabia","Arabic",1,"none",7,1,"computer","Arabic",5059.72727272727,1.14924223145455,11
"5378097","no_see","easier","easier","difficult","<U+062A><U+0642><U+0631><U+064A><U+0628><U+0627>","in_english","yes","<U+0644><U+0643><U+064A> <U+064A><U+0633><U+0647><U+0645> <U+0627><U+0644><U+0628><U+0635><U+0631> <U+0641><U+064A> <U+062D><U+0641><U+0638> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> ","Yes",0,"no_headphones",40,"m","doctorate","Syrian","Saudi Arabia","Arabic",1,"none",7,1,"computer","English",3135.83333333333,1.70873542066667,12
"5378097","no_see","easier","easier","difficult","<U+062A><U+0642><U+0631><U+064A><U+0628><U+0627>","in_english","yes","<U+0644><U+0643><U+064A> <U+064A><U+0633><U+0647><U+0645> <U+0627><U+0644><U+0628><U+0635><U+0631> <U+0641><U+064A> <U+062D><U+0641><U+0638> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> ","Yes",0,"no_headphones",40,"m","doctorate","Syrian","Saudi Arabia","Arabic",1,"none",7,1,"computer","no",2395.2,0.640775783,10
"5380819","start","difficult","no_diff","no_diff","no","no_OI","red_cross","no","Yes",0.71,"no_headphones",58,"f","professional qualification","British","UK","English",0,"none",NA,1,"mobile","Arabic",2004.27692307692,1.45649774584615,13
"5380819","start","difficult","no_diff","no_diff","no","no_OI","red_cross","no","Yes",0.71,"no_headphones",58,"f","professional qualification","British","UK","English",0,"none",NA,1,"mobile","English",1768.35625,2.563103131,16
"5380819","start","difficult","no_diff","no_diff","no","no_OI","red_cross","no","Yes",0.71,"no_headphones",58,"f","professional qualification","British","UK","English",0,"none",NA,1,"mobile","no",2021.80714285714,1.91411651414286,14
"5384016","start","easier","easier","easier","<U+0645><U+062A><U+0648><U+0633><U+0637>","in_english","yes","<U+0644><U+062A><U+062B><U+0628><U+062A> <U+0641><U+064A> <U+0645><U+062E><U+064A><U+0644><U+062A><U+064A>","Yes",0,"no_headphones",21,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",7,1,"mobile","Arabic",2372.1,1.1068463007,10
"5384016","start","easier","easier","easier","<U+0645><U+062A><U+0648><U+0633><U+0637>","in_english","yes","<U+0644><U+062A><U+062B><U+0628><U+062A> <U+0641><U+064A> <U+0645><U+062E><U+064A><U+0644><U+062A><U+064A>","Yes",0,"no_headphones",21,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",7,1,"mobile","English",1440.4,1.7941721916,10
"5384016","start","easier","easier","easier","<U+0645><U+062A><U+0648><U+0633><U+0637>","in_english","yes","<U+0644><U+062A><U+062B><U+0628><U+062A> <U+0641><U+064A> <U+0645><U+062E><U+064A><U+0644><U+062A><U+064A>","Yes",0,"no_headphones",21,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",7,1,"mobile","no",1619.77777777778,0.601984026333333,9
"5384030","start","no_diff","easier","no_diff","the English words helped my brain link the images to the sound better","in_english","green_tick","it links the image and sound to the picture","Yes",0,"no_headphones",37,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile","Arabic",1599.10833333333,1.1651762955,12
"5384030","start","no_diff","easier","no_diff","the English words helped my brain link the images to the sound better","in_english","green_tick","it links the image and sound to the picture","Yes",0,"no_headphones",37,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile","English",1459.96666666667,0.524400512333333,9
"5384030","start","no_diff","easier","no_diff","the English words helped my brain link the images to the sound better","in_english","green_tick","it links the image and sound to the picture","Yes",0,"no_headphones",37,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile","no",1266.54545454545,0.937391996454546,11
