Participant Private ID,see_OI,see_arabic,see_english,no_spell,OI influence - open,spelling preference,OI importance,OI open,spec spell_famel,spec spell_vamel,spec spell_makem,spec spell_nakem,Strategies_Open,statements_associations,statements_context,statements_mental_image,statements_visualise_arabic,statements_visualise_english,statements_repeating,statements_mouthing,statements_action,statements_sublexical,statements_patterns,statements_sounds_letters,statements_first_sound,statements_similarities,statements_grouping,statements_distinguish_english,statements_distinguish_arabic,statements_ignore_english,statements_ignore_arabic,statements_recalling,statements_progress,statements_mistakes,statements_relaxed_arabic,statements_relaxed_english
5750994,start,no_diff,easier,difficult,Provided context to the pronunciation and provided more objective concepts in my head of what the thing was than audio alone,in_english,green_tick,To build the concept of things in my brain,famis,vamon,makit,vamis,"Repeated them in my head multiple times, visualizing how the words sound incoproated with how they're spelt",almost_always,sometimes,almost_always,never,almost_always,always,sometimes,never,sometimes,always,always,almost_always,almost_never,always,always,never,never,never,almost_never,sometimes,sometimes,never,sometimes
5755300,start,no_diff,no_notice,no_diff,"When I noticed the words written in English, it didn't help as much as I expected; I mainly went through associating the sounds with the image",in_english,green_tick,Because it helps for a learner to recognise patterns within the spelling system and how they interact with the sounds,Fammel,Vammel,Makum,Nakis,"In earlier sections, by the first syllable, then when two words had the same syllable I imagined that the second syllable was related to what the object does (even if it might not be what the object is meant for in reality)",sometimes,almost_never,almost_always,never,almost_always,almost_never,never,never,always,always,sometimes,always,almost_never,sometimes,sometimes,never,never,always,sometimes,almost_always,always,never,almost_never
5706491,middle,no_diff,easier,easier,In English it helped because I could begin to match them together when I saw them repeatedly over time. ,no_OI,red_cross,"When learning a new word, just hearing it rather than hearing it and seeing it requires more effort to retain therefore I think you'd be able to remember it more easily as more effort has gone into remembering it. ",vasit,vasif,maccam,nassert,"Through creating shapes of the letters within the pictures of the letter that the word began with OR by creating memories to try and relate them too. For example, the hippo looking toy reminded me of Gloria from Madagascar and the letter the word began with was an M so when it came to that word I was able to relate one to another. ",almost_always,sometimes,never,never,sometimes,sometimes,never,never,never,never,never,never,sometimes,sometimes,never,never,never,sometimes,almost_never,never,sometimes,never,never
5831108,no_see,no_notice,easier,difficult,was able to picture which picture i was thinking with the spelling when doing the test,in_english,green_tick,helps you be able to pronounce it and realise what word you are saying ,famal,not sure ,mackum,nackit,try to associate the made up words with what i thpught it kind of looked like,almost_always,almost_never,sometimes,never,almost_always,always,almost_never,sometimes,almost_never,almost_always,sometimes,sometimes,almost_always,sometimes,almost_always,never,never,never,almost_always,sometimes,sometimes,never,almost_always
5780967,no_see,no_diff,easier,difficult,"easier to  recall
",in_english,green_tick,"helps me map the word betterinmy vocab

im a speech therapist if you want to know more
about what i mean by that

",famis,vanel,makem,nakim,"map on to a similar english word or do an action
",almost_always,almost_never,almost_always,never,sometimes,almost_always,almost_never,sometimes,almost_never,never,sometimes,never,never,never,almost_always,never,almost_never,never,almost_never,never,never,never,almost_never
5765135,start,no_diff,easier,difficult,"it helped put some letters to a sound, this made it easier because it was remembering more distinct qualities related to the sound that was played",in_english,green_tick,because it can be important to get an idea of what the letters sound like which for me at least makes it a lot easier to remember them especially if they only have one letter difference,fammell,vammell,makkah,nakkah,i tried to memorise which words had which sounds and then I attempted to memorise the first letter which was often the difference between the two similar sounds eg the voiced vammell and voiceless fammell,never,never,always,never,sometimes,sometimes,never,never,never,always,almost_always,always,always,always,always,never,almost_never,sometimes,never,never,always,never,sometimes
5719579,middle,no_diff,easier,difficult,It confirmed what I thought I was hearing,in_english,green_tick,"That way you know for sure what the sounds are that make up the word, and that there isn't any pronunciation variation",vamis,vamis,vaduk,naduk,"Look at the shapes/colors of the objects and say the words to myself. If spelling included, in English, I included that with my memory of the object.",sometimes,never,always,never,sometimes,always,almost_always,almost_never,almost_never,always,almost_always,always,almost_always,always,always,never,never,always,sometimes,sometimes,almost_always,never,sometimes
5659195,middle,no_diff,easier,no_diff,"yes when work were in English, seeing the spelling made it easier to remember e.g what letter it started with",in_english,red_cross,"Because when you first learn a language, as a young child, its mostly done through listening ",famis,vamis,nasit,nasit,i focused on the first letter as some words sounded similar apart from the first letter,never,never,sometimes,never,sometimes,always,never,never,never,never,sometimes,always,sometimes,sometimes,almost_always,never,never,sometimes,almost_never,always,sometimes,never,always
5759398,start,no_diff,easier,difficult,easier to distinguish start letter,in_english,green_tick,to correct hearing errors,fakoom,vamoo,makoom,knakoom,matching shape to letters ,never,never,always,never,never,never,never,never,never,never,almost_always,almost_always,never,always,always,never,never,always,always,almost_always,never,never,sometimes
5756084,start,easier,easier,no_diff,It was easier to identify the sound I heard was correct,in_arabic,green_tick,Spelling gives an anchor to schematize the sounds you hear,famis,vamis,nasit,nakam,I focused on the contrasts in sounds,almost_never,never,almost_always,almost_never,almost_never,sometimes,never,never,always,always,always,always,almost_never,almost_always,sometimes,sometimes,almost_never,almost_never,sometimes,sometimes,almost_always,almost_never,almost_always
5755298,middle,no_diff,easier,no_diff,"It didn't make too much of a difference since I could typically hear the difference between similar sounds (f/v), although seeing the English written did clarify the endings of the word for me.  I didn't pay much attention to the Arabic written words and seeing no words was fine.",no_OI,red_cross,"I don't think it's important that it's shown the *first* time, but it should be shown eventually and the different sounds should be broken down step-by-step (at least for beginners of the language)",vamit,vamis,madis,nakem,association of the sounds with the image displayed by repeating the word and pointing at the image,sometimes,never,almost_never,never,almost_never,always,always,never,sometimes,sometimes,sometimes,almost_always,almost_always,sometimes,sometimes,never,sometimes,always,almost_never,sometimes,sometimes,never,almost_never
5759735,start,no_diff,easier,difficult,"yes, it helped with pronouncing
",in_english,red_cross,"hearing is most helpful first. written and hering the word is more to process
",can't see the picture ,vascile,makin,muckam,"sounds,shapes
",almost_always,almost_always,almost_always,almost_always,always,always,never,sometimes,almost_never,almost_always,always,almost_never,almost_always,almost_never,always,never,never,never,sometimes,sometimes,sometimes,never,almost_always
5690497,middle,no_diff,easier,difficult,Yes it is easier for me to remember words if I see them written.,in_english,green_tick,I guess maybe I learn visually better than hearing the words. I find it difficult to distinguish between sounds. Pronunciation is always the most difficult part of learning a language for me and similarly hearing the difference between sounds that perhaps there is no difference in english is very difficult for me.,famel,vamel,machum,nachum,I repeated them in my head when the picture was shown. I also tried to link the words to the images in my head.,almost_never,never,always,never,sometimes,almost_always,almost_never,almost_never,almost_never,almost_always,almost_never,sometimes,almost_always,sometimes,almost_always,never,never,always,almost_always,almost_always,almost_always,never,always
5706490,middle,no_diff,easier,easier,"yes. accentuates the difference between f / v sounds, m / n sounds",in_english,red_cross,i feel the structure of the word is more important. number of syllables and the vowels that were used.,famil,vasil,makam,nakam,repeat out loud and internally,never,never,sometimes,never,sometimes,almost_always,sometimes,never,almost_never,almost_never,always,sometimes,never,never,always,never,never,almost_always,almost_never,sometimes,almost_always,never,always
5667662,start,no_diff,no_diff,no_diff,No,in_english,green_tick,So that you can begin learning how to recognise how certain letters are pronounced,Fannal,Zasom,Mackam,Nakam,I used the sound of the word and the shape of the object to create a playful image in my mind ,always,always,always,never,sometimes,sometimes,almost_never,almost_always,almost_never,almost_never,almost_never,almost_never,always,almost_always,almost_never,never,sometimes,sometimes,sometimes,sometimes,almost_always,never,never
5704997,start,difficult,easier,difficult,"Yes, i feel it triggered my memory ",in_english,green_tick,It helps me to remember the word,Fannass,Vanus,Nadus,Mattus,I picked out a part of the image that i felt related to the word (the words with a V at the start i looked for a V shape in the object),always,almost_never,always,never,almost_never,almost_always,sometimes,never,never,almost_never,almost_always,always,always,almost_always,almost_never,never,never,almost_always,almost_never,almost_always,always,never,always
5649032,no_see,no_diff,easier,no_diff,It helped to see the English versions written out to match sounds of pronunciation with what I was hearing. But without words I focused more on the sounds and being able to differentiate eg similar prefixes.,in_english,green_tick,"Seeing and hearing a word at the same time offers more than one way in to learn the word: to associate the sound of the word with how you conceptualise pronouncing the letters, and/or to associate the sound with the image of the letters (if they can't yet be read and pronounced).",fammel,vadis,makum,(k)nakum,By making connections between the sound of the word (more than its spelling - but thinking about what letters I thought I was hearing in it) and the image of the object the word described.,almost_always,never,almost_always,never,always,always,sometimes,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,sometimes,never,almost_always,almost_always,almost_always,never,almost_never
5642980,start,no_diff,easier,difficult,"Yes, I was able to visualise the word with the object",in_english,green_tick,I find it easier to remember the word and place it with the object in my memory,fabble,vadit,makum,nakum,Rembering the first letter of the word and placing it with the colour of the object in my memory,never,never,sometimes,never,never,never,never,never,always,never,never,always,never,never,almost_always,never,never,always,sometimes,always,always,never,always
5691858,start,difficult,easier,easier,Yes. It was easier to remember the object described.,in_english,green_tick,To be able to say the words correctly and visualise the word,N/A,Vosett,n/a,N/a,Not through the spelling apparently.. Through the visuals of the object and the repitition of the sounds.,almost_never,almost_never,sometimes,never,sometimes,always,sometimes,almost_never,almost_always,sometimes,sometimes,always,almost_always,never,almost_never,never,sometimes,always,almost_always,sometimes,always,never,always
5674519,no_see,no_notice,easier,difficult,yes,in_english,green_tick,"helps visualise the word
",famal,vaml,macabe,knackers,"associated with an english word that the picture made me think of
",always,almost_always,almost_always,never,almost_never,never,never,never,never,never,never,never,never,never,never,never,never,always,almost_always,never,almost_always,never,sometimes
5664502,start,no_notice,easier,no_diff,"For English, being able to distinguish minimal pairs, e.g., m/n and f/v",in_english,green_tick,"I prefer to be able to see the spelling - or IPA if the sound-spelling correspondence is not 100% - in order to create a clearer mental representation in my mind, and to better distinguish certain sounds from other sounds if there are similar sounds, or words with minimal pairs",fadit,vadit,masim,madis,"creating a blank in my mind like ""_ A _ I _ "" where consonants would go in the three blanks because all examples were CVCVC, and associating with the traits of the images (like how many prongs they had toward the left or bottom, or what colors they were)",almost_never,never,almost_always,never,sometimes,almost_never,never,never,almost_always,almost_always,sometimes,almost_always,never,sometimes,sometimes,never,never,almost_always,sometimes,sometimes,sometimes,never,almost_never
5676564,start,difficult,easier,difficult,Yes I was able to see be sure of whether the speaker said m/n or v/f as they can sound quite similar. i was also able to remember the spelling and repeat. hearing the word aloud from myself helped me,in_english,green_tick,to match the letters to the sounds ,famil,vamil,maduk,naduk,"I tried to visually see if something in the image could remind me of the start of tbe letter e.g. famil having circular orange parts I linked the ""amil"" of the word 
I also just tried to use photographic memory to take a mental picture of the word and picture ",never,almost_never,always,never,almost_always,almost_always,almost_always,almost_never,almost_always,always,always,always,never,sometimes,almost_always,never,never,always,always,always,always,never,always
5676563,start,no_diff,easier,no_diff,I was able to make a stronger association between the spoken word and the images ,in_english,green_tick,"The words were very similar, so seeing the spelling the first time made it easier to differentiate ",Fammel,Namus,nammel,nammel,"come up with words I know that sound similar or make a story. For example: the green round image, ""nassit"" looked like a stool so I remembered it like a phrase ; nah, sit here",always,always,almost_always,never,almost_always,always,sometimes,sometimes,almost_never,always,almost_always,almost_never,always,always,always,never,never,always,almost_always,always,almost_always,never,always
5499421,start,no_diff,no_diff,no_diff,I don't think so particularly. Arabic text was of no help and I don't think the English text made a noticable difference.,in_english,green_tick,"I think I find it quite difficult to make the correct sounds when speaking, without first seeing the word written down (assuming it is written in characters I am familiar with)",famill,vamul,makum,makem,"Toward the end of the learning phase, when each of the four objects were shown, I tried to name each one (rather than just the one I was asked to identify)",almost_never,never,never,never,never,almost_always,sometimes,never,almost_never,almost_never,sometimes,always,almost_never,sometimes,never,never,sometimes,almost_always,sometimes,sometimes,always,never,almost_never
5312548,start,difficult,easier,no_diff,"I found English written words slightly helpful, while Arabic written words were more of a distraction.",in_english,green_tick,Learning the spelling of a word allows you to use it in writing. I find it frustrating being unsure about the spelling of a word when I want to use it in writing.,Famel/phamel,Vamel,Makam,Nakem,Usually with some kind of mental association (e.g. 'famis' sounds like 'famous' and the picture looked like a person raising their arms in triumph) and repetition out loud,almost_always,never,almost_always,almost_never,sometimes,almost_always,never,never,never,sometimes,sometimes,almost_always,sometimes,almost_always,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,never,never
5621683,middle,no_diff,no_diff,no_diff,No. I was only listening,in_english,red_cross,I can memorize a word and a meaning pretty quickly. The spelling adds another layer of memorization.,famil,vadut,madut,nacus,Associating the word with something about the picture.,always,almost_never,almost_always,never,never,almost_always,almost_always,almost_never,never,almost_always,almost_never,sometimes,sometimes,almost_never,almost_never,never,sometimes,never,never,almost_always,almost_always,never,never
5655323,middle,no_diff,no_diff,no_diff,no,no_OI,red_cross,spelling in English can be confusing,fadus,vammel,fammel,knackum,repetition,almost_always,never,sometimes,never,never,almost_always,never,never,never,never,never,sometimes,never,never,never,never,never,never,sometimes,sometimes,sometimes,never,never
5615580,start,no_diff,no_diff,difficult,"yes, it made it easier as you can match spelling to sound in some cases",in_english,green_tick,i guess it's so that i can match sounds to letters,frenkle,mallit,mackham,nackham,i didn't 'try' anything I wouldn't normally just naturally do,sometimes,sometimes,sometimes,never,almost_never,almost_never,never,never,almost_always,almost_always,almost_always,almost_always,always,sometimes,almost_never,never,sometimes,always,sometimes,almost_always,almost_always,never,sometimes
5629029,middle,no_diff,easier,no_notice,"Linked the spelling to the object, eg nasit - to me looked like a nest i could sit on",in_english,red_cross,"concentrating on the picture & the sound, seeing the spelling too is overload",famil,vamel,matoc,nakum,something in the spelling or sound to link to the picture,almost_always,never,almost_always,never,almost_never,almost_always,never,never,never,never,almost_always,always,always,never,always,never,never,always,sometimes,always,always,never,almost_always
5620967,start,no_diff,easier,difficult,I could read the word out loud to myself ,in_english,red_cross,It can be a distraction,vommel,vuhmel,maheb,mahat,"Spoke them out loud, repeated the words in my head. Focused on the first letter and sound. ",sometimes,never,almost_never,almost_never,sometimes,almost_always,never,never,never,sometimes,sometimes,almost_always,never,never,sometimes,sometimes,never,never,sometimes,never,never,almost_always,almost_always
5627982,middle,no_diff,no_diff,no_diff,no,no_OI,green_tick,Helps embed in uour brain,Famol,Vamol,Maduk,Namus,remembering the image,never,never,almost_always,never,sometimes,never,sometimes,never,never,sometimes,sometimes,sometimes,never,never,sometimes,never,sometimes,almost_always,almost_always,almost_never,almost_always,never,almost_never
5584809,start,difficult,easier,difficult,"I normally memorize words by using associations between how they are spelt and other similarly spelt words. It was much easier to do that if I saw the English spelling. The Arabic made it harder because somehow needing to think about the harakat threw me off. Also, I found it hard to remember the last letter in the Arabic spelling. I think it has something to do with being coached so much to remember the root of the word in verbs, that my brain goes straight to the first three letters and ignores the last one (since the end of the word would be the one that's conjugated). Of course, most of the words in the quick were probably made to resemble ""ism al-fa'el"" words but my brain still kept ignoring the last letter. ",in_arabic,green_tick,"In this excercise, it was much faster for me to memorize words and make associatons when I saw their English spelling. However, I also know that the quality of my learning (i.e., actually learning the arabic world properly) improves if it is in arabic. Often, I don't catch the right letters (particularly for the ones that non-Arabic speakers have trouble learning like ha, hha, d, dha, tha, etc.) if I don't see them written in Arabic. Also, I know more intuitively where to stress the word if I can see whether the vowel is a letter or just a harakat. Finally, I find it much easier to remember a word if I understand where the grammar is coming from. If I learnt 'madis' (the hippopotamus toy thing) with just the English, I wouldn't really catch that it was m-d-s in the ism-fael format. By seeing it in Arabic, I know what the word is 'trying to do'. That way, I just have to remember three letters and how to apply it, rather than rote learning how to say it (which in my experience is always more difficult and much more prone to mistakes). If I can induldge myself in being super pretentious for a moment -- I really think that I only have full access to the ontology of Arabic if I see it written down. I can sometimes deduce stuff from hearing it, but I definitely am so much worse at doing it just by ear. ",Famel ,Vamel ,Makkam,Nakem ,Associating their spelling/sound with some characteristic of the picture. Makkam > Macca (root extract) > Green > Green Toy,always,never,always,never,sometimes,always,almost_never,almost_never,almost_always,always,almost_always,always,always,almost_always,almost_always,almost_never,never,never,sometimes,always,always,sometimes,almost_always
5592006,start,no_diff,easier,no_diff,"it made a small difference, i was able to distinguish more easily the subtle differences between similar words",in_english,green_tick,spellings provide a second sense to link the memory of the word to (sight as well as sound) and can give you clues as to keaning which can also help memory.,famel,vamel,makum,nakum,"said them out load to myself while looking at the picture, and repeated until image disappeared",never,never,almost_never,never,sometimes,always,never,never,almost_always,almost_always,sometimes,never,never,almost_always,always,never,never,never,sometimes,sometimes,almost_always,never,never
5521508,start,no_diff,no_diff,easier,"I preferred learning from sound alone, as English spelling didn't reflect pronunciation. ",no_OI,red_cross,Spelling rarely reflects pronunciation in English and in the languages I have learnt. ,vamel,famel,madis,nakum,"I sometimes associated the shape of the object with femimine sounds [m] and [f]. 'Madis' had a curvy shape which I associated with [m] as in mother. I also associated similar sounding English words or phrases to the way the objects looked, e.g. the 'vamil' had humps like a 'camel'. ",sometimes,sometimes,sometimes,never,never,almost_always,almost_always,never,always,always,never,always,almost_always,always,never,never,almost_always,almost_always,sometimes,sometimes,almost_always,never,never
5595978,middle,difficult,easier,no_diff,"The English words I understood so it didn't make too much difference, but the Arabic words put with the picture made it so that I felt there was more to take in, so distracted from learning the sound and I was trying to correlate th sound to the shape of the word?!!",no_OI,red_cross,Because I can't correlate the sound I'm hearing to the shape of the lettering in Arabic. It would be different if I had learnt the Arabic alphabet first maybe??,famal?,vodol,?!,nachem,"There are some pictures that I tried to match with something like there was a vedet? which was a picture of something that looked like an upside down V to me? And then the picture that looked like a sandal was near the beginning and I thought it sounded like nechem...that one seemed to stick in my brain easier, I don't know why?",almost_never,never,almost_always,never,never,almost_always,sometimes,never,sometimes,almost_never,almost_never,always,almost_never,almost_never,almost_never,never,always,always,almost_always,always,almost_always,almost_never,almost_always
5586843,start,no_diff,no_diff,no_diff,The writing didn't help or hinder in any way - I focused more on hearing them out loud and trying to match the sound to the colours and shapes.,no_OI,green_tick,I think it is probably subconsciously helping - even though I dont think it helps me!,Famas?,Vamas,Madam,Nadas?,colours to sounds - so if it said famas (sorry If I have that one wrong) i remembered orange and looks like plastic beads strung together,sometimes,never,almost_always,never,never,almost_always,almost_never,never,almost_never,never,never,almost_always,never,almost_never,never,never,always,always,sometimes,sometimes,almost_always,never,never
5586643,start,no_diff,easier,easier,"found it easier in understanding spoken word which in turn helped identify object
",in_english,green_tick,"soliifies understanding of hearing the word, like a confirmation 

",fammel,vadat ,macum ,vadat,colour association ,sometimes,almost_never,almost_always,never,sometimes,never,never,sometimes,always,always,always,always,always,never,always,never,never,sometimes,sometimes,sometimes,sometimes,never,almost_always
5499381,no_see,no_diff,no_notice,no_diff,no difference did not look at the words trying to remember what the image looks like,in_english,red_cross,not focused on written just the sound ,fatamh,diuth,matam,havent a clue,just from the sound and used the game like a memory game with pictures ,almost_never,never,almost_always,never,never,never,never,never,never,never,never,sometimes,almost_never,almost_never,almost_never,almost_never,almost_always,almost_always,sometimes,never,almost_always,never,never
5323642,middle,difficult,easier,difficult,"I think seeing the written words alongside hearing the new words was helpful. This is becuase some of the new words sounded very similar to each other... letters that have a similar English pronunciation such as 'v & f', or, 'm & n', when in a similar word are slighlty tricker to distinguish from one another on hearing them for the first time. Even first letters that are less likely to become muddled, when in a similar word structure, (like Nadis and Famis) becomes slightly confusing. Seeing the word written out, helped assure me of what the spoken was. ",in_english,green_tick,"Because I think it's so easy to mishear words. Especially in the flow of a conversation, and a new word jumps out to you. If I've been watching a TV program, and heard a new word, I'll often google it – and find I've spelt it incorrectly because I've misheard the pronunciation. Or the person speaking the word may have an accent, so things like vowels or inflections can get misinterpretted. The funniest instance of this is hearing new songs for the first time – I'm 98% guarenteed to sing several words/lines of the song wrong, because my brain fills in what it think's it's hearing with the first word it sounds like to me. But on googling the lyrics, I see what the artist is actually singing about. So for me, I think seeing spelling/words written out, helps me to remember what I'm hearing, and helps me to correcty pronounce (or sing) the words and songs in the future. Though you do make people laugh when you say things wrong and that can be funny!",Fammel,V – something! Vamoose... I knew this one 10 mins ago and have aleady forgotton! ,Mackum,Nackum,"By repeating out loud what I'd heard/read while studying the image. Sometimes they reminded me of other words/thing that would help me remember the new word. For example, the orange gause thing, a Fammel I think, reminded me of the word Flannel – the object had holes in it, an flannels are porous... a bit of an odd and tenuous connection, but that's what helped me to remember it.",almost_always,never,almost_always,never,sometimes,always,almost_always,never,sometimes,sometimes,almost_always,always,almost_always,sometimes,almost_always,never,never,almost_never,almost_never,almost_always,always,never,almost_always
5557001,start,no_diff,easier,no_notice,Seeing English spelling helped to make connections between what I was hearing and what I was seeing,in_english,green_tick,It offers a visual cue from the very start that I can use to recall the word later. ,famil,vamil,makim,nakim,"Associating the sounds of the words with characterstics of the pictures. 'Madis' looked like a hippo, so I decided it was a mad hippo. 'Famil' looked like a 'family' of spheres etc.",almost_always,sometimes,almost_always,never,almost_never,almost_always,never,almost_never,almost_never,sometimes,almost_always,sometimes,sometimes,never,almost_never,never,never,almost_always,never,sometimes,sometimes,never,sometimes
5499420,end,no_diff,easier,difficult,"Yes, seeing them helped me rehearse the word in my head. It also confirmed the sounds that the speaker was making (e.g. v versus f)",in_english,green_tick,"It helps you break down the different sounds/letters involved, especially if there are three or more syllables. It prevents you learning it incorrectly incase you have mishead the pronounciation.",famil,vimil,makem,nakem,"I put them in a sentence or described what they vaguely looked like. For example, ""a nakem is a flip flop"", ""a nasit has 5 holes""",always,always,sometimes,never,almost_never,almost_always,never,sometimes,never,never,never,almost_never,almost_always,never,never,never,never,always,almost_never,sometimes,sometimes,never,sometimes
5502013,middle,difficult,easier,difficult,seeing the initial letter helped. ,in_english,green_tick,because i can attempt an answer phonetically ,fammel,vanis,nasit,vadis,relate the pictures with imagery and initial letter sounds ,always,never,always,never,never,always,never,never,never,almost_always,sometimes,always,almost_always,almost_never,almost_always,never,never,always,never,never,always,never,always
5476814,start,no_diff,easier,no_diff,Highlighted the v/f difference! N/M seemed more obvious out loud. ,in_english,red_cross,"I experience language learning very differently if I do it visually or audially - I think the words glue in differently (maybe more strongly?) if I have a visual on them, but there's something maybe more authentic in learning via listening? Interesting question! ",famil,vamil,makum,nakum,It was a really interesting experience - I realised I have a selection of ways of learning words and they're generally quite sensory. I attached strongly to the 'feeling' or shape of consonants and how they related to the texture or shape of the object. I also used existing English concepts or vocabulary (even if quite nonsensical) that felt related to the fake words/objects to create memory pathways to the words in my short-term memory! ,always,sometimes,always,never,sometimes,almost_always,almost_always,almost_never,sometimes,always,sometimes,almost_never,almost_always,always,sometimes,almost_never,never,never,always,always,always,almost_never,sometimes
5434242,middle,difficult,no_diff,no_notice,The change in language distracted from the image and sound of the word,no_OI,red_cross,"If the focus is purely on sound, hearing and then repeating orally is more beneficial in consistently replicating and identifying the sound/word",Famal,Vamal,Massit,Knackit,"I said them out loud twice after each was shown, I then repeated the names once more before the testing phase. I almost had it in a rhythm that kept the learning time very fast-paced but consistent. I did, however, think that the learning phase was the timed game and so was intentionally learning them quickly rather than learning them well.",sometimes,never,almost_always,never,never,always,never,never,never,always,never,always,almost_never,almost_always,almost_always,never,sometimes,almost_never,sometimes,almost_never,almost_always,almost_never,almost_never
5384030,start,no_diff,easier,no_diff,the English words helped my brain link the images to the sound better,in_english,green_tick,it links the image and sound to the picture,famon,vadut,makum,nakum,look at the shape and see if there was any link to the sound. ie the image for makum looked like an m shape,sometimes,never,sometimes,never,almost_always,always,never,never,never,sometimes,sometimes,almost_always,never,never,sometimes,never,never,always,never,sometimes,sometimes,never,almost_always
5384032,start,difficult,easier,easier,some words were very similar so it made it easier to see the spelling ,in_english,green_tick,i find it easier to read the word first before looking at the picture ,famis,valum ,vadum,nakit,i tried to remember the voice saying it,almost_always,never,almost_always,never,almost_always,sometimes,sometimes,never,never,almost_never,sometimes,almost_always,sometimes,sometimes,almost_always,never,never,sometimes,almost_always,almost_always,always,never,always
5374409,middle,no_diff,easier,difficult,I could visualise what I was hearing later,in_english,green_tick,I personally visualise what I hear,faddum,makkum,vaddot,n akkum,shape of object,sometimes,never,sometimes,never,sometimes,never,never,never,never,sometimes,almost_always,sometimes,almost_always,almost_always,almost_always,never,never,never,almost_never,almost_never,sometimes,never,almost_always
5366758,start,no_diff,easier,difficult,"It made it easier to comprehend the sound, and recall it",in_english,green_tick,"I find it difficult to recall the word, or understand it fully without seeing it spelt. It provides a visual cue.",Fammil,vamil,Maddis,nacker,"I tried to associate the picture with an english word that reminded me of that sound e.g. the black object looked mechanical so i thought of 'v' for vaccum, the flower object started with an 'f', the massid one looked like a mess!",almost_always,never,almost_never,never,sometimes,sometimes,almost_never,almost_never,sometimes,sometimes,sometimes,almost_never,sometimes,almost_never,almost_always,never,almost_never,always,sometimes,sometimes,almost_always,never,almost_always
5356536,start,no_diff,no_diff,no_diff,no difference,in_arabic,red_cross,speaking and listening is the first skills in a new language,fadit,vadut,makum,nakun,image association and sounds,sometimes,almost_never,almost_always,never,almost_never,always,sometimes,sometimes,almost_always,almost_always,sometimes,sometimes,always,sometimes,almost_never,almost_never,sometimes,sometimes,almost_never,almost_never,sometimes,sometimes,sometimes
5359677,start,no_diff,no_diff,no_diff,No,in_english,red_cross,I focused more on sounds than spelling,fannel,vammel,masit,nackit,"Distinctive sounds, especially first letter",almost_always,never,almost_always,never,never,sometimes,almost_never,never,always,sometimes,almost_never,always,almost_always,sometimes,almost_never,never,almost_never,always,almost_never,sometimes,sometimes,never,almost_never
5356537,start,difficult,easier,difficult,"much easier in english, and seeing the spelling helped in remembering ",in_english,green_tick,"to ensure dont mishear, esoecially with similar letters, like v and f or m and n ",famoll,vamos,makob,nakin,looking at the shape to prompt / making up clues,almost_always,never,sometimes,never,never,almost_never,never,never,never,sometimes,almost_never,always,never,almost_never,never,never,sometimes,always,almost_never,almost_never,sometimes,never,almost_always
5344305,end,no_diff,no_diff,no_notice,"Not for me, I read them when I noticed them but  it didn't seem to help, I tried to visually attach the sound to the image or something that might help me remember.... Like the 'famus' (sp!) sounded like 'female' and the item looked female! ",in_english,red_cross,"Because, that's how I learnt French. However, my spelling is awful so it probably is important to do so but it wasn't something that stopped me learning to speak. ",No idea! Began with an f or a v.... ,Vamis,Mackem,Nackem,Association to another word or image in my first language ,always,never,almost_always,never,never,sometimes,never,never,almost_never,sometimes,never,never,almost_always,sometimes,never,never,almost_always,always,sometimes,almost_always,sometimes,never,almost_never
5312301,middle,difficult,easier,difficult,Yes - dual coding,in_english,green_tick,To support learning,Not sure!,Not sure!,Not sure!,Not sure!,"Using the images
",sometimes,sometimes,sometimes,sometimes,sometimes,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,sometimes,almost_never,almost_never,sometimes,never,sometimes,almost_always,almost_never,almost_never,sometimes,almost_never,sometimes
5330133,start,no_diff,easier,difficult,the written word helped me to remember to hear the difference beween m and n and v and f sounds - although I still remembered badly,in_english,green_tick,because it locates the new word within a set of letters and sounds that I understand,famel,vamel,nasit,nacum,image to sound association,never,never,almost_always,never,almost_always,almost_always,never,never,almost_never,sometimes,sometimes,sometimes,almost_never,sometimes,sometimes,never,never,always,almost_always,almost_never,sometimes,never,always
5322227,start,no_diff,easier,difficult,It was easier to distinguish them,in_english,green_tick,It helps visualise the word,Masil,Nafit,Mafit,no idea,Matching the audio sound with picture,never,never,never,never,sometimes,always,never,never,never,sometimes,sometimes,always,sometimes,almost_never,sometimes,never,never,never,never,sometimes,almost_never,never,almost_always
5315514,start,no_diff,easier,difficult,Much easier to remember,in_english,green_tick,It helps reinforce it,fathom,vamous,thortn,facat,by the first letter.  Repeating it ,sometimes,almost_never,almost_never,never,sometimes,always,almost_never,never,sometimes,never,never,almost_always,sometimes,never,sometimes,never,never,always,almost_never,almost_always,sometimes,never,always
5341833,start,no_diff,easier,difficult,"Helped with initial consonent (e.g. v/f, m/n)",in_english,red_cross,"English spelling can be misleading (e.g. the second vowel sound in ""Nasit"" sounded more like the oo in ""foot"" to me). Phonetic spelling perhaps more helpful (although this also needs learning, of course!)",fammul,vammel,macken,nackem,Notes with pictures,sometimes,never,sometimes,never,almost_never,sometimes,never,never,sometimes,almost_always,almost_always,almost_always,almost_always,sometimes,sometimes,never,never,never,almost_never,almost_never,almost_never,never,sometimes
